facebookId,pre_processed_message,message_min_processed,label
890711084350263,contra lula pt juntese instagram clique abaixo participe homem representa,se voce e contra lula e o pt junte-se a nos no instagram . clique abaixo participe https : //www.instagram.com/p/cnlh-g_daqw/ ? igshid=ymmymta2m2y= : = : https : //www.instagram.com/p/cnlh-g_daqw/ este homem nao me representa !,1
890711084350263,homem representa ideologia politica ideais moral conduta valores eticos principios,esse homem nao me representa ! nem a sua ideologia ( politica ideais ) nem sua moral ( sua conduta ) e nem seus valores eticos ( seus principios ) .,1
890711084350263,marco aurelio condena invasoes predios publicos aponta dedo stf ressuscitaram lula enterraram lava jato entrevista coluna jornalista malu gaspar jornal globo exdecano marco aurelio mello jorge william supremo tribunal federal stf,marco aurelio condena invasoes de predios publicos mas aponta o dedo para o stf : ressuscitaram o lula e enterraram a lava jato https : //imprensabrasil.com.br/marco-aurelio-condena-invasoes-de-predios-publicos-mas-aponta-o-dedo-para-o-stf-ressuscitaram-o-lula-e-enterraram-a-lava-jato/ em entrevista a coluna da jornalista malu gaspar do jornal o globo o ex-decano marco aurelio mello jorge william do supremo tribunal federal ( stf ),1
409388089120866,obrigado nuna sigam obrasilbr instagram,obrigado nuna ! sigam @ obrasilbr no instagram,1
890711084350263,traficante pcc solto stf preso pm paulo principal fornecedor drogas pcc valter lima nascimento conhecido guinho anos preso rota tropa elite,traficante do pcc solto pelo stf e preso pela pm em sao paulo https : //imprensabrasil.com.br/traficante-do-pcc-solto-pelo-stf-e-preso-pela-pm-em-sao-paulo/ principal fornecedor de drogas para o pcc valter lima nascimento tambem conhecido como guinho de 42 anos foi preso pela rota a tropa de elite da,1
409388089120866,errou apenas contando volta horario verao,8 + 4 = 11 ... nao errou apenas estava contando ja com a volta do horario de verao !,1
100068234133822,la sabiam onde entrar,estavam la sabiam onde e como entrar .,1
100068234133822,segura picanha prometida,segura a `` picanha prometida '' .,1
100068234133822,vai ficar dificil pra midia continuar narrativa feito pessoal esquerda,e vai ficar dificil pra midia continuar sua narrativa de que isso foi feito pelo pessoal da esquerda .,1
100068234133822,infiltrados fizeram quebradeira pego meio confusao,os infiltrados fizeram a quebradeira . mais um foi pego no meio da confusao .,1
100068234133822,seguranca descaracterizado quebrando tudo amigos segurancas chegam tentam intimidar filmava,um seguranca descaracterizado quebrando tudo ? os amigos segurancas chegam depois e tentam intimidar quem filmava .,1
100068234133822,esqueceram avisar militante pra esconder bandeira pt,esqueceram de avisar ao militante que era pra esconder a bandeira do pt .,1
100068234133822,gente infiltrada promovendo quebra quebra claro pt proprio diabo black blocks infiltrados saudosas midias militantes querem veja,se tinha gente infiltrada promovendo o quebra quebra ? claro ! o pt e o proprio diabo . black blocks infiltrados ... isso as nossas saudosas midias militantes nao querem que voce veja !,1
890711084350263,ajude imprensa brasil trabalho precisamos apoio manter site ar doe meio pix ajudeimprensabrasil gmailcom depositos transferencias conta bancaria banco banco c sa agencia conta corrente imprensa brasi,ajude o imprensa brasil no seu trabalho . precisamos do seu apoio para manter o site no ar doe por meio do pix : ajudeimprensabrasil @ gmail.com depositos / transferencias ( conta bancaria ) : banco : 336 - banco c6 s.a. agencia : 0001 conta corrente : 3387908-7 https : //imprensabrasil.com.br/ imprensa brasi,1
890711084350263,contra lula pt juntese instagram clique abaixo,se voce e contra lula e o pt junte-se a nos no instagram . clique abaixo https : //www.instagram.com/p/cnlh-g_daqw/ ? igshid=ymmymta2m2y= : = : https : //www.instagram.com/p/cnlh-g_daqw/,1
890711084350263,contra lula pt juntese,se voce e contra lula e o pt junte-se a nos ! ! ! https : //www.instagram.com/p/cnlh-g_daqw/ ? igshid=ymmymta2m2y= : = : https : //www.instagram.com/p/cnlh-g_daqw/,1
890711084350263,enfim alguem coragem gilberto silva cabogilberto existe ato vandalismo maior rasgar constituicao federal respeitar devido processo legal destruir ordenamento juridico contaminar processo eleitoral ser parcial juiz previsivel populacao aceitar pacificamente jan,enfim alguem com coragem ! gilberto silva @ cabogilberto nao existe ato de vandalismo maior que rasgar a constituicao federal . nao respeitar o devido processo legal . destruir o ordenamento juridico . contaminar processo eleitoral . ser parcial como juiz . era previsivel a populacao nao aceitar pacificamente . 18:4908 jan. 23,1
890711084350263,contra lula pt juntese instagram juntos forte,se voce e contra lula e o pt junte-se a nos no instagram juntos somos mais forte https : //www.instagram.com/p/cnlh-g_daqw/ ? igshid=ymmymta2m2y= : = : https : //www.instagram.com/p/cnlh-g_daqw/,1
890711084350263,manifestante arranca porta gabinete alexandre moraes,manifestante arranca porta do gabinete de alexandre de moraes,1
890711084350263,tensao brasilia deus misericordia todos brasileiros,tensao em brasilia . que deus tenha misericordia de todos os brasileiros .,1
890711084350263,urgente alexandre moraes acaba determinar afastamento imediato ibaneis rocha cargo governador distrito federal meses g etempi moraes atende pedido agu,urgente alexandre de moraes acaba de determinar o afastamento imediato de ibaneis rocha do cargo de governador do distrito federal por 3 meses . g etempi moraes atende a pedido da agu,1
890711084350263,historicamente tempos tempos brasil presencia colapso politico revolta contra corruptos indignacao contra ditadores insatisfacao contra politicos vossas excelencias intocaveis jamais pagam crimes contra qualquer forma vandalismo depredacao violencia porem necessario lembrar brasileiro tempos tempos revolta contra sistema cleptocrata vivemos infelizmente depredacao ocorrida hoje ira servir motivacao justificativa flavio dino lula corja perseguirem censurarem qualquer vejam adversarios perigo harmonia poderes cuch,historicamente de tempos em tempos o brasil presencia o colapso politico a revolta contra os corruptos a indignacao contra os ditadores a insatisfacao contra politicos e vossas excelencias que sao intocaveis e jamais pagam pelos seus crimes ... sou contra qualquer forma de vandalismo depredacao ou violencia . porem e necessario lembrar que o brasileiro de tempos em tempos se revolta contra o sistema cleptocrata que vivemos . infelizmente a depredacao ocorrida hoje ira servir como motivacao e justificativa para flavio dino lula e sua corja perseguirem e censurarem qualquer um que eles vejam como adversarios e perigo para a harmonia entre os poderes .... 1984 2013 cuch 2023,1
890711084350263,lula sabia poderia acontecer resolveu viajar araraquara araraquara cidades paulistas lula ficou frente bolsonaro segundo turno eleicoes alcancou votos validos ante,lula sabia do que poderia acontecer e resolveu viajar para araraquara https : //imprensabrasil.com.br/lula-sabia-do-que-poderia-acontecer-e-resolveu-viajar-para-araraquara/ araraquara foi uma das cidades paulistas em que lula ficou a frente de bolsonaro no segundo turno das eleicoes . ele alcancou 50 5 % dos votos validos ante,1
890711084350263,congresso convocado sessoes extraordinarias tratar intervencao governo df senador rodrigo pacheco acaba convocar congresso nacional sessoes extraordinasrias partir amanha pauta unica destinada aprovar,congresso e convocado para sessoes extraordinarias para tratar da intervencao no governo do df https : //imprensabrasil.com.br/congresso-e-convocado-para-sessoes-extraordinarias-para-tratar-da-intervencao-no-governo-do-df/ o senador rodrigo pacheco acaba de convocar o congresso nacional para sessoes extraordinasrias a partir de amanha com pauta unica e destinada a aprovar,1
890711084350263,povo irado esculpe perdeu mane estatua justica stf invasao ocupacao desmantelamento instalacoes stf viralizam fortes imagens planeta atos protesto extremo contra,povo irado esculpe `` perdeu mane '' na estatua da justica stf https : //imprensabrasil.com.br/povo-irado-esculpe-perdeu-mane-na-estatua-da-justica-stf/ a invasao ocupacao e desmantelamento das instalacoes do stf viralizam em fortes imagens pelo planeta . sao atos de protesto extremo contra a,1
890711084350263,agora confronto brasilia manifestantes policiais,agora : confronto em brasilia ! manifestantes e policiais,1
890711084350263,urgente lula silva decreta intervencao federal governo distrito federal lula fez anuncio pouco fala fez araraquara sp onde encontra ricardo cappeli expresidente une expresidente pcdob,urgente ! lula da silva decreta intervencao federal no governo do distrito federal https : //imprensabrasil.com.br/urgente-lula-da-silva-decreta-intervencao-federal-no-governo-do-distrito-federal/ lula fez o anuncio ha pouco em fala que fez em araraquara sp onde se encontra . ricardo cappeli ex-presidente da une e ex-presidente do pcdob sera o,1
890711084350263,povo avisou tudo nada,o povo avisou e tudo ou nada ! !,1
890711084350263,brasilia neste domingo,- brasilia neste domingo,1
890711084350263,manifestantes bloqueiam avenida liga congonhas ideia paralisar aeroporto paulo quintafeira noite avenida sido bloqueada algumas horas invasao ocupacao congresso planalto stf tarde veja,manifestantes bloqueiam avenida que liga a congonhas . ideia e paralisar o aeroporto de sao paulo . https : //imprensabrasil.com.br/manifestantes-bloqueiam-avenida-que-liga-a-congonhas-ideia-e-paralisar-o-aeroporto-de-sao-paulo/ na quinta-feira a noite a avenida ja tinha sido bloqueada por algumas horas . a invasao e ocupacao do congresso do planalto e do stf esta tarde ( veja,1
890711084350263,urgente manifestantes invadiram supremo tribunal federal stf tarde deste domingo video alem congresso nacional manifestantes vestidos verde amarelo invadiram supremo tribunal federal intuito protestar contra,urgente : manifestantes tambem invadiram o supremo tribunal federal ( stf ) na tarde deste domingo ; video https : //imprensabrasil.com.br/urgente-manifestantes-tambem-invadiram-o-supremo-tribunal-federal-stf-na-tarde-deste-domingo-video/ alem do congresso nacional manifestantes vestidos de verde e amarelo tambem invadiram o supremo tribunal federal no intuito de protestar contra a,1
890711084350263,forcas armadas servirao povo desarmado continencia ladrao grita manifestantes brasilia apresentador canal fala mil pessoas rampa entorno reacao policial lancamento gas lacrimogeneo multidao pode ser,`` forcas armadas a quem servirao ao povo desarmado ou em continencia ao ladrao ? '' grita manifestantes em brasilia https : //imprensabrasil.com.br/forcas-armadas-a-quem-servirao-ao-povo-desarmado-ou-em-continencia-ao-ladrao-grita-manifestantes-em-brasilia/ o apresentador do canal fala em 52 mil pessoas na rampa e no entorno . ha reacao policial e lancamento de gas lacrimogeneo mas a multidao nao pode ser,1
890711084350263,flavio dino anuncia reacao policial invasoes congresso planalto povo afastou policia invadiu rampa congresso nacional entorno palacio planalto momento manifestantes invadem,flavio dino anuncia reacao policial as invasoes do congresso e do planalto https : //imprensabrasil.com.br/flavio-dino-anuncia-reacao-policial-as-invasoes-do-congresso-e-do-planalto/ povo afastou a policia e invadiu a rampa do congresso nacional e o entorno do palacio do planalto . no momento em que os manifestantes invadem tambem o,1
890711084350263,manifestantes furam bloqueio entram esplanada invadem congresso nacional dizem qg agora esplanada pedem codigofonte urnas,manifestantes furam bloqueio entram na esplanada e invadem o congresso nacional e dizem que qg agora e na esplanada e pedem codigo-fonte das urnas,1
409388089120866,faz l politica ministro educacao atrapalha matematica camilo santana cometeu gafe durante apresentacao nomes vao compor pasta video repercutiu redes t,faz o l politica 8+4=11 ' ministro da educacao se atrapalha com matematica camilo santana cometeu gafe durante apresentacao de nomes que vao compor a pasta e video repercutiu nas redes t,1
890711084350263,nome daria nome daria dupla pagina euqueroforapt,qual nome voce daria ? que nome voce daria a essa dupla ? ? pagina @ euqueroforapt,1
890711084350263,caixa picanha visa bolsa picanha causa alvoroco prefeitura precisa desmentir bolsa picanha causa alvoroco prefeitura precisa desmentir fake news provocou aumento expressivo numero atendimentos centros referencia assistencia social cras oeiras cidade quilometros sul teresina piaui falsa noticia dizia haveria distribuicao gratuita picanha cras municipio informacao bolsapicanha disseminada nesta ultima quartafeira redes sociais autores falacia divulgaram foto cartao dizeres picanha todos alem publicarem foto pacote carne nobre adesivo contendo logo governo federal inscricao distribuicao gratuita internauta fim disseminar brincadeira compartilhou imagem picanha escreveu peguei,caixa tem picanha visa `` bolsa picanha '' causa alvoroco e prefeitura precisa desmentir bolsa picanha causa alvoroco e prefeitura precisa desmentir uma fake news provocou aumento expressivo no numero de atendimentos em centros de referencia de assistencia social ( cras ) de oeiras cidade a 281 quilometros ao sul de teresina no piaui . a falsa noticia dizia que haveria distribuicao gratuita de picanha no cras do municipio . a informacao da bolsa-picanha foi disseminada nesta ultima quarta-feira ( 4 ) nas redes sociais . os autores da falacia divulgaram a foto de um cartao com os dizeres : 2023 picanha para todos alem de publicarem a foto de um pacote da carne nobre com um adesivo contendo a logo do governo federal e a inscricao distribuicao gratuita . um internauta a fim de disseminar a brincadeira compartilhou a imagem da picanha e escreveu : a minha eu ja peguei .,1
890711084350263,aline pobre catadora entregou faixa lula gosta frequentar fontana di trevi roma veja fotos pobre catadora papel ajudou passar faixa presidencial par lula silva consegue explicar modo consegue dinheiro fazer caras,aline a pobre catadora que entregou a faixa a lula gosta de frequentar a fontana di trevi roma . veja as fotos . https : //imprensabrasil.com.br/aline-a-pobre-catadora-que-entregou-a-faixa-a-lula-gosta-de-frequentar-a-fontana-di-trevi-roma-veja-as-fotos/ a pobre catadora de papel que ajudou a passar a faixa presidencial par lula da silva nao consegue explicar de que modo consegue dinheiro para fazer caras,1
890711084350263,mulher negra expulsa restaurante interpelar marina silva vergonha trabalhar ladrao video seguir possivel ver claramente cliente desse restaurante asa norte brasilia interpelando ministra marina silva mulher negra,mulher negra e expulsa do restaurante depois de interpelar marina silva : `` voce nao tem vergonha de trabalhar para um ladrao `` https : //imprensabrasil.com.br/mulher-negra-e-expulsa-do-restaurante-depois-de-interpelar-marina-silva-voce-nao-tem-vergonha-de-trabalhar-para-um-ladrao/ no video a seguir e possivel ver claramente a cliente desse restaurante da asa norte brasilia interpelando a ministra marina silva . a mulher negra,1
890711084350263,ministro justica diz podera trazer forcas policiais estrangeiras caso pms cumpram decisoes stf ministro a moraes stf ordenou pms desocuem concentracoes protesto diante quarteis agora negaram fazer,ministro da justica diz que podera trazer forcas policiais estrangeiras caso pms nao cumpram decisoes do stf https : //imprensabrasil.com.br/ministro-da-justica-diz-que-podera-trazer-forcas-policiais-estrangeiras-caso-pms-nao-cumpram-decisoes-do-stf/ o ministro a. de moraes stf ordenou que as pms desocuem as concentracoes de protesto diante dos quarteis mas ate agora elas se negaram a fazer isto .,1
890711084350263,rede globo propoe governo lula crie comando caca vacinados ajudar lulopetismo conquistar governo rede globo agora quer ajudalo governar pais nesta tercafeira jornal globo propos,rede globo propoe que o governo lula crie o comando de caca aos nao vacinados https : //imprensabrasil.com.br/rede-globo-propoe-que-o-governo-lula-crie-o-comando-de-caca-aos-nao-vacinados/ depois de ajudar o lulopetismo a conquistar o governo a rede globo agora quer ajuda-lo a governar o pais . nesta terca-feira o jornal o globo propos,1
890711084350263,limpeza espiritual ministerio fazenda recebe banho sal grosso servidores ministerio fazenda aparecem video limpando predio sal grosso ritual objetivo fazer limpeza espiritual,limpeza espiritual : ministerio da fazenda recebe banho de sal grosso https : //imprensabrasil.com.br/limpeza-espiritual-ministerio-da-fazenda-recebe-banho-de-sal-grosso/ servidores do ministerio da fazenda aparecem em um video limpando o predio com sal grosso . o ritual tem como objetivo fazer a limpeza espiritual do,1
409388089120866,rainha profeta,a rainha profeta,1
890711084350263,preciso mudar pais onde justica prende manifestacao solta corrupcao haver mudancas,e preciso mudar ! num pais onde a justica prende por manifestacao e solta por corrupcao tem que haver mudancas .,1
409388089120866,burrice limites noticias petistas enganados falsa excursao posse lula prejuizo r mil h publicado segundos atras redacao hora,a burrice nao tem limites noticias petistas sao enganados por `` falsa excursao para posse de lula ; prejuizo de r $ 180 mil h publicado 43 segundos atras em 04/01/2023 por redacao hora,1
890711084350263,marcia lamas dramarcialamas sensacao brasil terminou relacionamento toxico ex aceitou fim relacionamento nov twitter android mil comentarios mil compartilhamentos curtir comentar compartilhar jonatan silva outra sensacao mulher apanhou anos relacionamento toxico separou anos agora aceitou ex marido volta porque segundo disse vai mudar,marcia lamas @ dra_marcialamas a sensacao e de que o brasil terminou um relacionamento toxico e o ex nao aceitou o fim do relacionamento . 23:07 02 nov. 22 twitter for android 6 1 mil 900 comentarios 3 mil compartilhamentos curtir comentar compartilhar jonatan silva outra sensacao e que a mulher apanhou 16 anos em um relacionamento toxico separou por 4 anos e agora aceitou o ex marido de volta porque segundo ela ele disse `` que vai mudar '',1
409388089120866,cnn apoiou tanto agora passar vergonha cnn brasil cnn brasil cnnbrasil empresas listadas bolsa valores perderam r bilhoes valor mercado desde eleicao cao luiz inacio lula silva pt segundo plataforma trademap valor equivalente quase quatro propostas emenda constituicao pecs estouro cnnbrasilprimetime guar hapv hbor hgtx hype klbn klbn klbna lamea lcam,cnn que apoiou tanto e agora nao para de passar vergonha cnn brasil cnn brasil @ cnnbrasil as empresas listadas na bolsa de valores perderam r $ 546 bilhoes em valor de mercado desde a eleicao cao de luiz inacio lula da silva ( pt ) segundo a plataforma trademap . o valor e equivalente a quase quatro propostas de emenda a constituicao ( pecs ) do estouro # cnnbrasilprimetime guar3 hapv3 hbor3 hgtx3 hype3 46 50 12 76 15 59 8 09 15 90 3 46 % 1 50 % 7 94 % -0.09 % klbn11 klbn3 klbna lamea lcam3,1
890711084350263,ministra lula trocou nome vinculo politico familia miliciano grupo politico ministra turismo daniela carneiro uniao brasil marido prefeito belford roxo waguinho uniao brasil mantem,ministra de lula que trocou de nome tem vinculo politico com familia de miliciano https : //imprensabrasil.com.br/ministra-de-lula-que-trocou-de-nome-tem-vinculo-politico-com-familia-de-miliciano/ o grupo politico da ministra do turismo daniela carneiro ( uniao brasil ) e de seu marido o prefeito de belford roxo waguinho ( uniao brasil ) mantem ha,1
890711084350263,dona janja tentou impedir entrada jornalistas coquetel posse lula tratada desde campanha eleitoral figura essencial aprovacao acoes visitas todo tipo acesso presidente lula primeiradama janja,dona janja tentou impedir a entrada de jornalistas no coquetel da posse de lula https : //imprensabrasil.com.br/dona-janja-tentou-impedir-a-entrada-de-jornalistas-no-coquetel-da-posse-de-lula/ tratada desde a campanha eleitoral como figura essencial na aprovacao de acoes visitas e todo tipo de acesso ao presidente lula a primeira-dama janja da,1
890711084350263,aline pobre catadora entregou faixa lula gosta frequentar fontana di trevi roma veja fotos pobre catadora papel ajudou passar faixa presidencial par lula silva consegue explicar modo consegue dinheiro fazer caras,aline a pobre catadora que entregou a faixa a lula gosta de frequentar a fontana di trevi roma . veja as fotos . https : //imprensabrasil.com.br/aline-a-pobre-catadora-que-entregou-a-faixa-a-lula-gosta-de-frequentar-a-fontana-di-trevi-roma-veja-as-fotos/ a pobre catadora de papel que ajudou a passar a faixa presidencial par lula da silva nao consegue explicar de que modo consegue dinheiro para fazer caras,1
890711084350263,mulher negra expulsa restaurante interpelar marina silva vergonha trabalhar ladrao video seguir possivel ver claramente cliente desse restaurante asa norte brasilia interpelando ministra marina silva mulher negra,mulher negra e expulsa do restaurante depois de interpelar marina silva : `` voce nao tem vergonha de trabalhar para um ladrao `` https : //imprensabrasil.com.br/mulher-negra-e-expulsa-do-restaurante-depois-de-interpelar-marina-silva-voce-nao-tem-vergonha-de-trabalhar-para-um-ladrao/ no video a seguir e possivel ver claramente a cliente desse restaurante da asa norte brasilia interpelando a ministra marina silva . a mulher negra,1
890711084350263,fiuza censurado redes sociais a moraes censura surge dias jornal globo criticou fiuza fazer oposicao lulopetismo ordem juidical big techs,fiuza e censurado nas redes sociais por a. de moraes https : //imprensabrasil.com.br/fiuza-e-censurado-nas-redes-sociais-por-a-de-moraes/ a censura surge 5 dias depois que o jornal o globo criticou fiuza por fazer oposicao ao lulopetismo . por ordem juidical que as big techs nao,1
890711084350263,stf ponto proibir demissoes justa causa hoje patrao pode demitir funcionario apresentar nenhuma justificativa formal julgamento paralisado supremo tribunal federal desde outubro,stf esta a ponto de proibir demissoes sem justa causa https : //imprensabrasil.com.br/stf-esta-a-ponto-de-proibir-demissoes-sem-justa-causa/ hoje o patrao pode demitir o funcionario sem apresentar nenhuma justificativa formal . um julgamento paralisado no supremo tribunal federal desde outubro,1
